Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2020,3000,U,969,2313,4994,11463,21262,30105,43922,58153,66700,74061,87240,92978,90006,89716,81038,75150,74559,71695,65997,56084,51717,47100,39651,31734,23673,17629,12859,8393,5029,2834,1478,784,533,409,305,212,142,61,48,45,133,941,2163,4667,10344,18794,24692,33423,42069,45415,49496,55227,54205,47855,43097,35143,28738,25759,21417,17775,13919,11562,9910,7972,5858,4399,2967,2287,1560,867,687,408,218,158,112,102,55,43,15,16,7,14,28,144,280,984,2153,4759,9111,13536,17304,19295,24353,29256,31379,34601,33151,32890,33583,33696,30420,24991,22604,20011,15779,12325,8890,6381,4306,2819,1674,871,460,218,190,122,88,60,28,10,11,15,14,0,7,47,95,256,546,1123,2186,3286,4326,6176,7582,8459,9176,9678,10144,11560,12357,13286,12728,12787,12224,11008,8987,6720,5154,3681,2257,1422,707,343,214,102,122,74,60,43,5,16,15,67,0,0,0,41,53,64,225,277,588,727,1151,1474,1806,1985,2187,2459,2582,3089,3191,3112,3263,3466,3230,3004,2282,1962,1515,1041,599,283,162,80,51,34,37,28,19,15,5,7,33,0,0,0,0,7,45,41,85,107,216,334,461,508,857,880,919,1075,1136,1325,1334,1502,1489,1662,1561,1381,1164,1070,717,467,287,105,53,32,19,5,9,9,15,0,0,5
2020,3000,R,1990,5573,12576,24131,38946,46770,59666,68122,73951,75670,82450,87013,84905,82030,70760,64603,62912,57834,52993,45383,41225,37201,30244,24783,19046,12894,9143,6439,3416,1435,857,263,123,122,20,0,0,0,0,0,0,1895,4925,11554,20763,31572,35146,40509,43328,42460,41316,41922,38662,34201,26183,21181,16099,14121,11545,8968,6942,6383,4575,3954,2484,2219,1574,1018,648,321,213,117,81,41,0,20,0,0,0,0,0,0,95,616,988,2924,6694,9224,15361,19399,23215,24201,27655,32347,32619,35563,30592,28369,28086,23992,21853,17241,14778,13069,9847,7970,5268,3887,1976,1721,804,310,175,0,41,61,0,0,0,0,0,0,0,0,32,34,370,465,2126,3204,4150,6493,7116,9632,11113,12236,13758,12541,12867,13225,14270,14374,12890,11980,11494,9011,7612,6059,3792,2395,1822,1065,446,253,40,20,20,0,0,0,0,0,0,0,0,0,0,74,143,274,418,899,1245,2147,2272,3095,3760,4024,4250,4282,4519,4437,4200,4687,4975,4856,4334,3776,3280,1801,1777,931,422,213,156,81,20,0,0,0,0,0,0,0,0,0,0,0,0,72,0,174,346,538,890,969,1795,2089,2501,2195,2985,2961,3590,3598,3622,3109,3206,3099,2941,2219,1839,1976,1316,804,252,156,61,0,41,0,0,0,0,0,0,0
2020,1114,T,697,2643,8114,14031,26017,37077,53353,59259,70585,85812,82675,90508,82287,80052,66974,66474,66656,56530,58383,44594,41344,34978,30478,25203,17831,13713,8381,6023,2811,1296,1043,536,0,372,0,0,201,0,0,0,0,697,2226,7545,12850,22975,30462,40090,42963,50360,59086,54833,51237,40494,33528,22447,20097,18817,13281,12095,9444,6942,5431,5920,3145,2972,852,1242,709,527,0,348,89,0,0,0,0,101,0,0,0,0,0,278,569,886,3043,6308,11002,13630,15597,19389,22492,32183,32373,36108,31963,32437,34763,30127,28711,22559,19283,14585,11519,9701,6623,4088,2828,1860,703,432,348,89,0,248,0,0,101,0,0,0,0,0,139,0,295,0,308,1809,2370,3615,5895,3647,5461,6605,7837,9155,10753,8930,9028,13054,9518,9873,10622,8559,6980,5010,4685,2378,2126,703,777,348,268,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,452,296,578,1179,1216,1278,2057,1885,2423,1929,2631,2427,2892,1799,3471,2558,2960,3327,2038,2300,703,886,439,86,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,262,486,349,758,694,987,1258,1515,1668,1631,1274,1774,1782,1520,2049,1189,1789,1231,443,439,0,0,0,0,0,0,0,0,0,0,0,0
2020,1114,U,0,2112,7209,10557,22135,31853,49218,57686,70128,86316,88961,94422,79678,78155,66424,65141,66611,58852,58936,46621,40957,34433,30713,24829,17533,12986,7971,5671,2917,1274,1288,532,0,561,0,0,312,0,0,0,0,0,1901,6997,10126,20123,27900,38178,45553,54619,64536,62562,58664,42329,35888,23844,22828,19650,15297,14397,10477,6592,6260,6653,3783,3080,721,1771,1008,507,0,515,133,0,0,0,0,156,0,0,0,0,0,211,212,431,2012,3720,9200,10301,13261,17344,22602,31309,31197,35622,33090,31360,36969,33569,29831,25039,21181,16191,12862,10168,7345,4449,3163,1764,1015,637,386,133,0,374,0,0,156,0,0,0,0,0,0,0,0,0,233,1150,1602,1798,3832,2170,4120,5126,5450,7421,9454,7993,7967,11497,9219,9510,9067,8870,7094,4383,4449,1898,1890,380,510,386,266,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,690,229,450,605,1447,330,586,798,1460,922,1221,1275,2072,1362,2486,1835,1552,2483,1777,2044,380,630,634,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,439,399,608,576,777,744,1139,524,1189,1079,776,1301,948,1323,759,378,380,0,0,0,0,0,0,0,0,0,0,0,0
2020,1114,R,1991,3667,9963,21606,34286,47294,61216,62146,71400,84876,69772,81150,89682,85630,68528,70078,66770,50717,56986,39500,42307,36374,29868,26154,18582,15479,9342,6856,2573,1341,534,543,0,0,0,0,0,0,0,0,0,1991,2852,8664,18788,29048,35471,43725,38211,42759,48981,38968,33484,35292,26588,18503,12713,16693,8232,6274,6847,7815,3307,4021,1521,2697,1168,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,407,1300,1879,5238,11369,14429,19735,19766,23182,22268,34272,35707,37537,28782,35349,29141,21508,25879,16327,14551,10471,8041,8515,4795,3213,2043,2087,0,0,267,0,0,0,0,0,0,0,0,0,0,0,407,0,939,0,455,3061,3779,6858,9721,6680,8667,10795,14858,14048,14264,11317,11683,16991,10270,10779,14605,7754,6690,6594,5257,3503,2683,1429,1341,267,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,807,2243,742,3545,6228,5083,5140,4651,6224,5311,4967,2897,5928,4409,6605,5474,2697,2921,1460,1491,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,748,1113,1182,1661,1564,2056,3101,3395,3983,2875,3160,3234,3582,3446,3953,1798,2921,2335,596,572,0,0,0,0,0,0,0,0,0,0,0,0
2020,1115,T,1054,5098,7183,19070,31429,45195,59236,69511,75085,81785,93889,85130,81234,84077,81271,73876,63617,59701,55033,46419,39778,36455,35028,24618,19337,11523,8840,5733,3410,1901,341,239,121,121,0,0,0,0,0,0,112,1054,3867,5346,17513,25918,35692,44798,48283,49488,51752,57129,41862,39956,30796,26426,20034,17149,11194,9960,9026,5234,5163,5583,3077,2527,1975,895,803,470,224,114,120,0,121,0,0,0,0,0,0,0,0,1231,1836,1362,4286,6125,11253,16649,19151,23755,27053,33896,31583,38155,38143,39158,33191,32409,27567,20631,18528,15919,13136,10941,6043,4060,2797,2523,823,559,227,120,121,0,0,0,0,0,0,0,0,0,0,0,0,612,3168,2335,3330,4930,4581,7002,5936,7492,11038,11218,9789,9072,12154,11168,12002,11305,11183,10290,7636,6373,3731,2574,1032,1176,335,0,0,0,0,0,0,0,0,0,0,112,0,0,0,195,408,0,637,624,1138,848,1910,1874,1175,1771,3615,3301,2877,2132,2918,2579,2617,2149,3612,1596,2088,768,1567,803,353,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,211,212,624,379,848,796,1562,1028,2317,1870,1594,1328,1812,3421,2182,2094,2041,2408,1368,2307,988,1007,573,588,559,0,0,0,0,0,0,0,0,0,0,0
2020,1115,U,1006,4515,5828,15050,24769,37003,56621,67895,78664,82353,100657,87142,84483,89608,89550,79080,69656,66169,61947,49378,43762,40409,38764,27348,21001,13192,10357,6668,3621,2012,475,340,173,172,0,0,0,0,0,0,161,1006,3762,4503,13169,20783,30027,45792,47496,54651,56863,64384,46491,44875,35882,31532,23011,19879,13264,12221,10259,6086,6240,5538,3574,3106,2372,914,1111,658,309,158,170,0,172,0,0,0,0,0,0,0,0,752,1325,1612,2278,3943,8045,16745,19597,20098,27658,33464,33077,40196,42703,43429,37568,36476,32448,23116,21011,18867,16014,12897,6951,5040,3808,3017,823,774,316,170,173,0,0,0,0,0,0,0,0,0,0,0,0,854,2730,1856,2436,3588,3922,6574,5390,5056,10588,10991,8751,8922,13264,11799,13268,12897,12182,11075,8391,7395,3557,3046,953,1152,464,0,0,0,0,0,0,0,0,0,0,161,0,0,0,269,569,0,928,609,828,490,1360,1123,632,1569,2703,2755,2661,1809,3371,1915,2319,1783,3742,1243,887,1038,1675,953,329,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,303,0,609,0,980,680,674,843,1373,1622,1134,626,1357,2107,821,1449,1337,2395,1243,2662,1186,914,635,658,309,0,0,0,0,0,0,0,0,0,0,0
2020,1115,R,1165,6465,10478,29619,48288,63978,64953,73002,67232,80507,77950,80533,73751,71476,62690,61591,49057,44072,37582,38614,29412,26065,24857,17105,14530,6762,4638,3302,2882,1613,0,0,0,0,0,0,0,0,0,0,0,1165,4114,7396,28914,38919,48679,42625,49984,38159,40254,40043,31290,28627,19209,14965,13007,10566,6192,4255,5774,3017,2334,5705,1710,855,845,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351,3082,705,9369,11127,18268,16442,18171,31982,25627,34881,28142,33505,27907,29074,22642,22582,15246,14074,12066,8170,5297,5559,3419,1268,0,1238,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4172,3383,5261,7874,6066,8009,7181,13100,12062,11729,12242,9434,9470,9573,8661,7164,8559,8150,5559,3419,4227,1265,1238,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,1817,1654,3203,3591,2426,2234,5662,4591,3396,2914,1773,4331,3394,3112,3260,2566,5556,0,1265,413,412,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,658,1211,551,1068,3591,1456,4467,2427,2678,3019,2914,6736,5774,3771,3890,2445,1710,1282,423,1265,413,412,1210,0,0,0,0,0,0,0,0,0,0,0
2020,1117,T,2856,4177,10404,15697,30544,37750,53531,60210,66173,77275,78091,79630,75958,81208,71101,66715,67651,62775,55570,47481,43360,37586,29735,24535,21160,13858,10041,5984,2483,1453,977,102,205,103,102,104,110,0,0,0,0,2856,3713,9931,13308,26078,29793,38693,41061,41381,46798,44283,37890,32718,30440,24908,18589,14078,11913,9307,7070,5696,3482,3365,2473,2562,1993,780,798,99,97,98,102,0,0,102,104,110,0,0,0,0,0,464,473,2047,3751,5366,12585,15651,18550,23149,24630,29727,33439,37174,32380,30879,31772,31926,27130,21661,20486,15088,11094,8654,7876,4651,3120,1795,795,388,293,0,0,103,0,0,0,0,0,0,0,0,0,0,171,179,2406,2066,3130,4994,4497,6763,8933,7783,9841,8944,12599,16228,13198,13605,13230,11024,13749,9639,8274,6927,4271,2827,1596,1093,581,391,0,103,0,0,0,0,0,0,0,0,0,0,0,171,357,185,188,368,892,1499,1932,2002,1441,2717,2717,2892,3519,4005,3422,3259,4501,3660,3455,3233,2372,1614,1267,1097,397,194,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,357,1332,482,1078,577,1036,2151,1756,2053,1734,2106,2263,1654,1607,2182,1902,1423,1329,2047,698,99,194,195,0,0,0,0,0,0,0,0,0,0
2020,1117,U,3246,3324,7601,13604,25795,35566,50621,58508,66021,78324,78934,78962,79864,84205,73888,71210,68668,63990,56583,50025,45030,38765,29976,24829,22700,13110,10810,6250,2369,1812,1103,128,130,131,130,133,141,0,0,0,0,3246,3128,7211,11302,22516,30023,37249,41492,43488,51795,46798,39672,35733,32559,27516,20764,15651,13275,10308,7982,6612,3777,3846,2732,2852,1890,607,875,125,121,123,128,0,0,130,133,141,0,0,0,0,0,196,390,1884,2623,4157,11461,14918,16900,21055,22696,27847,34840,39296,33941,33376,33121,34037,29717,23945,22116,16661,11651,8554,9151,4725,3887,1875,623,483,368,0,0,131,0,0,0,0,0,0,0,0,0,0,209,219,1386,1671,2098,4507,4422,7231,8201,7504,9463,8939,12739,15772,12253,12282,13940,11400,14440,10067,8791,7250,3898,3037,1625,1247,725,368,0,0,0,0,0,0,0,0,0,0,0,0,0,209,437,0,239,0,676,632,2009,2289,1251,1764,2095,2675,2912,3744,2632,2473,3534,2888,3167,3089,2377,1535,1215,1375,374,242,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,421,201,954,536,1123,1397,1656,1213,681,1645,1686,1368,1000,1244,1663,1070,1063,2065,500,0,242,245,0,0,0,0,0,0,0,0,0,0
2020,1117,R,1458,7413,22259,24931,51758,46555,64261,66608,66752,73307,74675,82433,59657,68594,59175,47463,63428,57885,51496,36873,36432,32757,28750,23356,15059,16916,6915,4933,2930,0,482,0,494,0,0,0,0,0,0,0,0,1458,5930,21434,22161,41992,28864,44014,39439,33376,27888,34091,30412,20134,21520,13748,9274,7551,6432,5282,3267,1893,2275,1391,1430,1412,2417,1482,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1483,824,2770,8789,10242,16725,18405,24818,31076,32468,37615,27591,28245,25702,20185,26177,23430,16725,12135,13721,8644,8811,9056,2824,4350,0,1480,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6518,3521,7011,6846,4781,4870,12005,8949,11432,8966,12002,18122,16998,18926,10268,9463,10919,7883,6196,5647,5800,1976,1480,488,0,482,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,931,0,1753,1712,4781,1623,800,2237,6725,5380,3819,6041,5053,6602,6534,8517,6824,4637,3813,2353,1933,1482,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,4781,1623,1601,746,672,5380,2182,5537,5972,3961,4667,2839,4095,6028,2860,2824,2417,1976,1480,488,0,0,0,0,0,0,0,0,0,0,0,0
2020,1120,T,1482,4508,9417,16956,28343,35974,49329,65970,72044,82219,88586,91951,81740,73476,72140,65670,64601,59663,57780,47848,44761,38607,31562,26059,17852,11967,9577,6293,3372,1648,833,547,62,124,63,130,0,0,0,0,0,1384,4214,8616,14604,24197,28564,36650,49305,49556,54933,56841,49928,38307,33302,28004,21017,19232,15864,12319,9517,7947,6427,6036,3392,2777,1899,1918,545,473,412,238,182,0,0,0,130,0,0,0,0,0,99,294,701,1862,3760,6532,10104,14003,16286,22046,22604,31537,33874,29465,32756,32059,32018,29582,28545,22962,21124,18045,13033,10458,6227,3912,2642,2482,1124,353,178,243,0,62,63,0,0,0,0,0,0,0,0,100,392,386,780,1981,2169,4943,4066,6648,7826,6581,7861,8291,8522,9949,10326,12168,10882,10921,9305,8063,7857,4876,3625,2411,1937,769,471,297,122,0,0,0,0,0,0,0,0,0,0,0,0,98,0,97,594,296,1066,904,1247,1800,1940,1671,2288,2573,2010,2494,2671,2721,2769,3032,2776,2883,2099,1438,1335,785,532,353,59,0,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,194,271,1247,861,1039,1176,801,1500,1392,1397,2077,1766,2000,1798,1655,1470,1873,1093,1270,542,473,59,59,0,0,0,0,0,0,0,0,0,0
2020,1120,U,1202,3081,5765,11142,20399,31587,43230,62114,70804,83127,91705,89602,77177,67506,69372,64765,65977,62747,60968,50359,48523,40496,34025,27962,17905,12888,9954,6899,3318,1942,1117,799,0,91,93,193,0,0,0,0,0,1202,2934,5025,9904,18251,25544,33671,49161,53857,60065,63764,53113,39502,35240,30337,23288,20971,18282,14587,10963,9425,7439,7128,4084,2827,2255,2552,699,596,591,258,266,0,0,0,193,0,0,0,0,0,0,147,739,963,1879,5631,7704,11039,12782,19023,21332,29170,30714,25782,30768,32727,34112,32880,31593,26105,24715,20143,15726,12724,7617,4591,3233,2882,1446,338,258,355,0,0,93,0,0,0,0,0,0,0,0,0,138,268,412,1427,1472,3447,3388,5217,5750,5395,5263,6614,6270,8783,9442,11763,10346,10682,9685,7716,7776,4476,3866,2382,2271,766,507,429,178,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,428,147,718,651,464,1255,1305,915,1222,1791,1226,1406,2218,2261,2374,2386,2278,2121,1649,1530,766,699,255,422,86,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,927,314,261,305,431,689,885,737,807,685,1327,842,1176,1257,1335,644,1021,349,255,84,86,0,0,0,0,0,0,0,0,0,0
2020,1120,R,2020,7382,17102,31362,48605,46707,63178,73797,74627,80165,80692,98942,99558,99179,82858,68849,60304,50655,48886,40897,34360,33426,25002,21174,17717,9666,8681,4911,3495,971,194,0,193,194,0,0,0,0,0,0,0,1731,6792,16169,26249,39363,35954,43415,49597,40597,43324,39319,40448,33639,24959,18971,13045,13802,8801,5994,5516,3861,3650,3125,1613,2647,1007,413,196,194,0,194,0,0,0,0,0,0,0,0,0,0,289,591,622,4091,8557,8737,15552,20018,23582,28883,25822,38581,46211,45320,40453,29714,25480,19949,20041,14267,11196,12295,5860,4638,2647,2215,1240,1571,388,388,0,0,0,194,0,0,0,0,0,0,0,0,0,311,1023,685,1680,3240,3585,8060,5600,10270,14001,11213,19048,14786,16427,13590,12908,13298,12364,11582,8260,8985,8066,5906,3021,2480,1179,777,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,972,598,1791,1474,3228,3423,4417,4926,6417,5315,4459,5672,3933,3995,3861,4803,4102,4840,3258,1208,2687,982,1165,194,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,884,2054,2489,4077,4926,2232,4348,2973,3325,5619,4756,3861,4418,2930,2017,3258,2215,1860,982,971,0,0,0,0,0,0,0,0,0,0,0,0
2020,1124,T,2348,6461,6747,19781,26852,37988,55540,64904,69513,83909,94981,91564,90629,85326,83558,76516,67123,65182,61027,50652,48587,40971,36475,25384,21436,13874,11891,8092,3895,1597,530,280,0,279,0,0,0,152,0,0,0,2348,5076,6072,16249,22776,29463,41655,46319,45023,50518,55341,50055,40279,30797,28670,22955,18835,13255,12572,9126,6122,6304,4142,4348,3023,1768,1537,1137,139,532,133,0,0,0,0,0,0,0,0,0,0,0,1384,675,3061,3357,7750,11386,13724,19275,26448,31403,30277,38019,39855,38505,37669,35262,32862,29466,24673,22146,17336,14693,11079,5909,5849,4759,2982,1808,399,133,0,0,0,0,0,0,152,0,0,0,0,0,0,471,719,775,1944,4003,4667,4883,6435,7569,9248,11413,12616,11772,8923,13118,14929,12594,14070,12212,11632,6030,8932,4081,3357,2272,1252,532,133,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,278,572,274,1804,1030,1465,1644,2536,2293,2796,3536,4056,2357,2319,4687,3544,3872,2805,2061,1496,1259,1132,278,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,278,286,274,256,772,2198,1439,725,1474,1324,567,1892,1702,1940,1563,1575,2136,1122,1512,680,979,569,417,133,133,280,0,0,0,0,0,0,0,0,0
2020,1124,U,1693,4108,5507,18089,25344,34081,52691,62712,69858,82759,99720,95642,90207,86488,87838,79924,69594,67867,61900,52916,50418,42596,36443,26864,21978,13685,12565,8923,3764,1874,314,335,0,334,0,0,0,187,0,0,0,1693,2739,4982,14849,22590,26842,40332,46441,46895,52107,59335,51770,41245,32354,29343,24565,19836,14691,13056,9649,6148,6709,4102,4780,3419,1610,1488,1347,164,625,157,0,0,0,0,0,0,0,0,0,0,0,1369,524,2700,1928,6635,10733,12542,17464,24828,32308,33051,38109,39755,42001,38751,36814,34492,29491,26383,23518,18568,14199,11702,6512,6118,5291,3367,1800,468,0,0,0,0,0,0,0,187,0,0,0,0,0,0,540,826,603,976,2712,4851,4291,6213,7312,8201,10785,13233,13321,9582,13893,15513,13418,15371,12638,12779,6428,9280,4186,3472,2525,1309,625,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,325,678,323,1226,932,1755,965,2749,1918,2249,2690,3513,2458,2111,3843,3277,3471,3131,1791,1288,1323,1010,327,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,325,339,323,307,932,1755,1688,846,1343,1038,672,1277,1382,1357,1537,1404,1893,824,977,483,992,673,164,156,157,335,0,0,0,0,0,0,0,0,0
2020,1124,R,5598,19034,14218,31336,36969,61706,72175,76712,67616,89714,72072,70953,93056,78382,58427,57115,53860,50309,55975,37736,38396,32312,36649,16933,18502,14899,8148,3584,4638,0,1711,0,0,0,0,0,0,0,0,0,0,5598,17570,12638,25806,24030,45372,49383,45662,34722,42496,36036,41390,34722,21492,24719,13786,13465,5296,9773,6143,5973,4143,4363,1881,881,2629,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1464,1580,5530,12939,14519,15195,20091,29239,34626,27027,16260,37500,40455,17978,31512,26930,23831,29320,14919,14505,10771,17452,7526,2643,4382,1811,896,1855,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,7597,10959,3655,7870,7508,8869,15278,15171,8989,2954,5386,8826,11550,7898,6826,9942,5236,3763,7048,3506,2716,896,928,0,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4722,1502,0,5556,1264,4494,5908,8079,7061,1777,3510,9386,4971,6108,941,3524,2629,905,1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4435,0,0,2247,2954,0,5296,3554,5265,1706,2486,3490,2822,4405,1753,905,0,1855,0,0,0,0,0,0,0,0,0,0,0,0
2020,1129,T,2270,3498,5929,21094,32747,45220,65424,64000,86884,90532,88302,89813,83371,89538,77221,74601,73557,64138,59725,54549,49278,44300,36150,29602,24162,15743,13496,7013,3307,1281,263,277,139,0,0,0,0,0,0,0,0,2270,2880,5506,19259,27652,33915,42958,43463,45703,52279,44052,40200,36225,28548,23818,20919,18747,12291,11325,6555,5526,5596,5652,2759,2974,1599,883,649,397,128,0,0,0,0,0,0,0,0,0,0,0,0,617,424,1146,4128,9798,19504,16239,33325,26565,28574,34317,31674,39416,35653,33394,32002,30058,27245,23664,19343,17927,12128,8906,7933,5043,3910,2338,1058,512,132,0,139,0,0,0,0,0,0,0,0,0,0,0,459,968,1507,1728,3104,6427,10201,13890,10393,11104,14761,13102,13610,16479,14191,14317,16443,15198,13015,10715,12543,6938,5535,4289,1429,1058,128,0,139,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,988,955,1190,850,1191,2941,2184,4217,3944,3906,3582,5252,4167,5222,5872,5022,3650,3136,3345,1968,2270,779,265,128,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,239,238,638,595,1961,2184,2595,704,2772,2746,2346,2671,2666,3339,2739,4004,2258,2972,1599,2144,1818,529,384,0,139,0,0,0,0,0,0,0,0,0
2020,1129,U,1679,3294,4175,17151,27472,41660,65842,65224,85079,94715,92292,91859,88369,90745,81530,78974,79448,68880,62214,58131,52783,46018,36912,31614,24488,18441,13994,7270,3806,1165,171,182,182,0,0,0,0,0,0,0,0,1679,2745,4175,15646,23319,31581,43115,46174,47337,57223,48616,42833,40602,32940,27177,23510,21879,14677,12915,7993,6050,6404,5667,3096,3081,1779,1152,845,519,166,0,0,0,0,0,0,0,0,0,0,0,0,549,0,1204,3194,8735,19051,15176,29426,26779,29377,35608,33437,39103,38531,36921,36000,34004,29163,26886,21930,19360,14091,10429,8595,5985,4281,2367,1211,666,0,0,182,0,0,0,0,0,0,0,0,0,0,0,301,958,1344,2340,2906,6717,9020,12219,9289,10748,12964,11913,13245,16293,13079,14165,17294,16031,13254,11028,13200,6974,6956,5104,1691,1211,166,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,969,1599,846,1300,2322,1672,3825,3351,3477,3259,5377,4027,3924,6050,4617,3063,3096,3244,2103,1811,1014,346,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,846,780,1806,1911,1913,558,1821,2017,1744,1944,2035,2722,2383,3063,1793,2595,1618,1646,1352,519,166,0,0,0,0,0,0,0,0,0,0,0
