Year,Reg,Group,BrOAa15,BrOAa16,BrOAa17,BrOAa18,BrOAa19,BrOAa20,BrOAa21,BrOAa22,BrOAa23,BrOAa24,BrOAa25,BrOAa26,BrOAa27,BrOAa28,BrOAa29,BrOAa30,BrOAa31,BrOAa32,BrOAa33,BrOAa34,BrOAa35,BrOAa36,BrOAa37,BrOAa38,BrOAa39,BrOAa40,BrOAa41,BrOAa42,BrOAa43,BrOAa44,BrOAa45,BrOAa46,BrOAa47,BrOAa48,BrOAa49,BrOAa50,BrOAa51,BrOAa52,BrOAa53,BrOAa54,BrOAa55,BrO1a15,BrO1a16,BrO1a17,BrO1a18,BrO1a19,BrO1a20,BrO1a21,BrO1a22,BrO1a23,BrO1a24,BrO1a25,BrO1a26,BrO1a27,BrO1a28,BrO1a29,BrO1a30,BrO1a31,BrO1a32,BrO1a33,BrO1a34,BrO1a35,BrO1a36,BrO1a37,BrO1a38,BrO1a39,BrO1a40,BrO1a41,BrO1a42,BrO1a43,BrO1a44,BrO1a45,BrO1a46,BrO1a47,BrO1a48,BrO1a49,BrO1a50,BrO1a51,BrO1a52,BrO1a53,BrO1a54,BrO1a55,BrO2a15,BrO2a16,BrO2a17,BrO2a18,BrO2a19,BrO2a20,BrO2a21,BrO2a22,BrO2a23,BrO2a24,BrO2a25,BrO2a26,BrO2a27,BrO2a28,BrO2a29,BrO2a30,BrO2a31,BrO2a32,BrO2a33,BrO2a34,BrO2a35,BrO2a36,BrO2a37,BrO2a38,BrO2a39,BrO2a40,BrO2a41,BrO2a42,BrO2a43,BrO2a44,BrO2a45,BrO2a46,BrO2a47,BrO2a48,BrO2a49,BrO2a50,BrO2a51,BrO2a52,BrO2a53,BrO2a54,BrO2a55,BrO3a15,BrO3a16,BrO3a17,BrO3a18,BrO3a19,BrO3a20,BrO3a21,BrO3a22,BrO3a23,BrO3a24,BrO3a25,BrO3a26,BrO3a27,BrO3a28,BrO3a29,BrO3a30,BrO3a31,BrO3a32,BrO3a33,BrO3a34,BrO3a35,BrO3a36,BrO3a37,BrO3a38,BrO3a39,BrO3a40,BrO3a41,BrO3a42,BrO3a43,BrO3a44,BrO3a45,BrO3a46,BrO3a47,BrO3a48,BrO3a49,BrO3a50,BrO3a51,BrO3a52,BrO3a53,BrO3a54,BrO3a55,BrO4a15,BrO4a16,BrO4a17,BrO4a18,BrO4a19,BrO4a20,BrO4a21,BrO4a22,BrO4a23,BrO4a24,BrO4a25,BrO4a26,BrO4a27,BrO4a28,BrO4a29,BrO4a30,BrO4a31,BrO4a32,BrO4a33,BrO4a34,BrO4a35,BrO4a36,BrO4a37,BrO4a38,BrO4a39,BrO4a40,BrO4a41,BrO4a42,BrO4a43,BrO4a44,BrO4a45,BrO4a46,BrO4a47,BrO4a48,BrO4a49,BrO4a50,BrO4a51,BrO4a52,BrO4a53,BrO4a54,BrO4a55,BrO5a15,BrO5a16,BrO5a17,BrO5a18,BrO5a19,BrO5a20,BrO5a21,BrO5a22,BrO5a23,BrO5a24,BrO5a25,BrO5a26,BrO5a27,BrO5a28,BrO5a29,BrO5a30,BrO5a31,BrO5a32,BrO5a33,BrO5a34,BrO5a35,BrO5a36,BrO5a37,BrO5a38,BrO5a39,BrO5a40,BrO5a41,BrO5a42,BrO5a43,BrO5a44,BrO5a45,BrO5a46,BrO5a47,BrO5a48,BrO5a49,BrO5a50,BrO5a51,BrO5a52,BrO5a53,BrO5a54,BrO5a55
2014,1149,R,6693,17167,38580,83779,105769,127347,151515,153141,137527,131256,120555,114376,129777,119866,111303,98249,89667,85202,72792,47222,46961,48456,39810,33484,22814,15144,8929,6085,6853,943,0,0,0,0,0,0,0,0,0,0,0,5355,15737,35494,73084,86538,99592,108453,100785,78891,67044,46834,49245,38217,31014,29336,17941,18787,15247,7989,4630,3683,3800,2844,3620,951,2019,0,2028,0,943,0,0,0,0,0,0,0,0,0,0,0,1339,1431,3086,10695,16026,22857,36683,35340,49041,46270,49436,47657,70064,62028,53494,47843,47822,33184,31957,20370,20258,22803,20853,14480,9506,2019,3968,1014,3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,3265,6380,13089,5330,15109,18213,12708,16720,19279,20708,21358,15371,27803,24856,15741,16575,12352,10427,10860,3802,2019,2976,1014,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633,0,3927,3198,1889,5204,4766,2389,4191,6040,5126,4270,8072,5326,2778,4604,6651,4739,3620,3802,7067,0,0,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,944,867,0,2389,3353,1726,5980,3416,897,2663,3704,1842,2850,948,905,4753,2019,1984,2028,979,0,0,0,0,0,0,0,0,0,0,0,0
2014,1158,T,2789,5386,17464,38214,54346,74170,82430,85402,90297,107060,116395,118986,107139,99948,96344,91060,82550,73534,67330,53739,50892,45637,32153,28344,18086,13289,9127,5668,3057,2253,1168,700,0,0,0,0,0,0,0,0,0,2789,5001,16705,32160,48390,59336,65681,55894,59366,70143,72498,62080,45006,39649,29628,23232,20025,15882,10737,9628,8406,6679,3259,3270,1323,2436,1113,1308,873,451,0,233,0,0,0,0,0,0,0,0,0,0,385,380,5297,5211,12980,14778,23266,25443,29303,37025,43249,48193,42953,51156,51442,45157,41336,36685,27318,27718,22039,15207,10465,7940,5316,2004,1090,873,0,234,233,0,0,0,0,0,0,0,0,0,0,0,380,757,744,1483,1970,4823,4490,5768,5764,10760,10156,10532,11510,10994,11851,11966,14316,11420,8633,11799,7386,8939,5734,2436,3117,1308,437,1127,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,1135,748,1384,887,1655,2987,4750,2771,3111,3065,2176,3132,3359,3635,2671,4128,2834,1103,1550,668,872,655,451,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,249,461,222,1242,797,2065,1279,2282,2452,2176,2461,2015,2499,2449,2172,2834,1985,1550,2226,1090,218,225,234,233,0,0,0,0,0,0,0,0,0
2014,1158,U,1657,3663,10948,25992,39489,60795,61375,65918,77972,94794,109731,115663,99399,96748,93424,89818,82115,72080,66489,53537,51305,43749,31715,26793,18782,13676,8388,4425,3287,3108,978,330,0,0,0,0,0,0,0,0,0,1657,3663,10948,23157,34843,48827,48282,46677,57115,68613,73055,64939,45157,42005,28083,23466,19399,16239,9161,11472,7159,6664,3398,2881,1761,2973,1198,1180,896,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,3717,11489,10638,16391,17648,21667,31647,42642,43287,42818,52551,53136,47834,41595,40485,28534,29828,23758,16424,12100,8217,5352,2397,885,896,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,479,2455,2138,2567,3611,4437,6689,9085,8130,9454,9710,11427,11111,14184,10884,8949,9561,7079,7491,6163,2676,3295,885,598,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,642,602,296,836,1336,3252,1946,2428,2126,1709,887,2059,2983,2318,3115,2305,880,1487,599,590,598,622,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,296,557,534,542,1390,1079,1329,1425,1773,588,2386,1449,1699,2017,1761,1189,899,885,299,311,0,330,0,0,0,0,0,0,0,0,0
2014,1158,R,5714,10167,38431,87287,114232,120165,168053,161560,133333,147379,136344,128566,129789,110195,105936,95195,83996,78233,69949,54383,49571,51898,33598,33169,15979,12158,11265,9182,2432,0,1647,1594,0,0,0,0,0,0,0,0,0,5714,8715,35228,68311,102996,95473,136439,91922,67227,75173,70828,53837,44566,32104,34703,22452,22104,14726,15647,3751,12393,6728,2800,4482,0,868,867,1669,811,0,0,797,0,0,0,0,0,0,0,0,0,0,1452,1601,15180,11236,18107,31614,50139,52661,54402,53121,44998,62549,43384,46575,45802,36251,40497,24850,23441,20972,16338,11199,5379,7102,5211,867,1669,811,0,0,797,0,0,0,0,0,0,0,0,0,0,0,1601,3795,0,4938,0,15320,11204,12859,9739,22499,13292,18221,18265,15267,13263,14726,14726,13127,7626,19222,8399,13447,4439,1737,2600,2504,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646,0,2786,1120,3956,2656,4018,7819,9544,5479,5388,6189,3682,10124,7501,5720,3844,7466,4482,1775,1737,867,1669,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1393,1120,989,0,3214,1564,6941,913,6286,6189,4602,4602,6564,2860,5766,3733,5379,2663,2605,6066,1669,0,0,824,0,0,0,0,0,0,0,0,0,0
2014,1140,T,1224,3598,6097,13191,23473,32805,37949,46822,54579,67892,86463,100175,108665,107647,104438,102555,98660,88423,75832,69057,63136,54093,42638,33602,25922,19715,14159,7952,4403,3092,1236,960,544,301,234,201,24,0,107,0,89,1224,3380,5891,12296,21346,28695,31225,37055,42386,52329,64383,71023,70635,65794,57022,50119,41697,32751,24030,19916,16727,13282,10084,7885,5397,4449,2626,1295,636,468,247,339,143,82,52,25,0,0,43,0,0,0,218,207,774,2013,3740,6199,8662,10487,13477,19001,25357,32309,35902,39902,43043,45358,43484,38543,35923,31978,26251,19850,15163,12032,8643,6024,3238,1934,1299,412,339,201,137,78,100,24,0,43,0,22,0,0,0,122,114,370,426,962,1488,1822,2573,3311,4890,4871,6358,8011,9650,10160,11009,10364,11151,11065,9595,7691,6115,4705,3810,2098,1451,935,384,141,172,82,78,75,0,0,21,0,0,0,0,0,0,0,0,98,113,195,220,422,343,614,825,837,1057,1685,1433,1752,2042,2413,2362,2129,1917,1461,1279,901,725,178,260,82,113,29,0,26,0,0,0,0,0,44,0,0,0,0,0,0,0,28,24,44,84,141,218,255,319,325,270,595,497,812,867,1133,979,946,916,639,798,596,204,130,110,28,0,0,0,0,0,0,0,0,22
2014,1140,U,1224,3598,6097,13191,23473,32805,37949,46822,54579,67892,86463,100175,108665,107647,104438,102555,98660,88423,75832,69057,63136,54093,42638,33602,25922,19715,14159,7952,4403,3092,1236,960,544,301,234,201,24,0,107,0,89,1224,3380,5891,12296,21346,28695,31225,37055,42386,52329,64383,71023,70635,65794,57022,50119,41697,32751,24030,19916,16727,13282,10084,7885,5397,4449,2626,1295,636,468,247,339,143,82,52,25,0,0,43,0,0,0,218,207,774,2013,3740,6199,8662,10487,13477,19001,25357,32309,35902,39902,43043,45358,43484,38543,35923,31978,26251,19850,15163,12032,8643,6024,3238,1934,1299,412,339,201,137,78,100,24,0,43,0,22,0,0,0,122,114,370,426,962,1488,1822,2573,3311,4890,4871,6358,8011,9650,10160,11009,10364,11151,11065,9595,7691,6115,4705,3810,2098,1451,935,384,141,172,82,78,75,0,0,21,0,0,0,0,0,0,0,0,98,113,195,220,422,343,614,825,837,1057,1685,1433,1752,2042,2413,2362,2129,1917,1461,1279,901,725,178,260,82,113,29,0,26,0,0,0,0,0,44,0,0,0,0,0,0,0,28,24,44,84,141,218,255,319,325,270,595,497,812,867,1133,979,946,916,639,798,596,204,130,110,28,0,0,0,0,0,0,0,0,22
2014,1140,R,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2014,3700,T,3016,8506,21140,37383,60856,72956,81111,89978,94493,101703,110307,115607,110947,102054,95290,94651,85136,76330,64927,57111,51384,44550,35251,26581,19686,14063,9586,6539,3339,1647,817,517,123,138,92,20,28,0,8,8,35,2902,8087,19355,32422,50649,56482,57638,60409,58384,60563,61596,57165,47769,37956,29975,25506,19512,15402,11371,9327,7693,6430,4375,3228,2074,1615,1153,712,389,138,90,34,22,32,12,0,0,0,0,0,9,98,371,1707,4585,9124,14660,19961,24676,29742,32798,38536,45812,48421,48318,48219,49297,45001,39445,32795,27488,23514,18795,14654,10679,7634,4765,3064,2217,1065,415,235,180,45,35,23,0,0,0,8,8,17,16,48,78,334,1000,1629,3105,4215,5038,6626,7667,9524,11247,12109,12674,14773,15200,15727,14849,14829,14063,13362,10887,8347,6209,4644,3104,2104,1086,499,224,157,45,21,23,20,9,0,0,0,9,0,0,0,44,82,172,372,538,1042,1250,1820,2202,2568,2631,3057,3375,3540,3686,3864,3356,3918,3611,3531,2607,2203,1717,1203,887,389,361,101,79,0,11,22,0,9,0,0,0,0,0,0,0,0,0,13,36,140,287,464,689,905,942,1039,1365,1700,1883,2069,2048,2112,2196,2352,1805,1719,1566,1323,1062,619,410,233,168,67,11,39,12,0,9,0,0,0,0
2014,3700,U,2487,7167,15954,26831,45307,54926,62966,72126,79377,90593,103365,111556,108526,100867,95009,95847,86919,78240,65678,58556,54509,46944,36787,27512,20674,15221,10318,6801,3780,1746,985,643,162,153,131,32,0,0,13,13,41,2319,6812,14646,23832,38695,44282,48044,52768,53808,59541,64072,62588,52972,42761,34164,29332,22490,18117,13343,10853,8978,7905,5283,4003,2597,2105,1391,882,490,165,123,54,36,51,19,0,0,0,0,0,14,168,272,1229,2742,5894,9264,12690,16593,21802,25820,32965,40754,45328,46837,48526,51402,47955,42957,35227,30581,27119,21966,17020,12286,9061,5599,3862,2502,1392,527,352,268,72,34,37,0,0,0,13,13,14,0,82,78,234,653,1215,1836,2495,3008,4259,4877,6546,8146,9028,9826,12054,13083,13639,13170,13232,13895,12754,10611,7948,6331,5022,3299,2213,1297,511,264,179,54,34,37,32,0,0,0,0,14,0,0,0,23,65,144,342,238,590,684,1094,1245,1566,1687,1729,1975,2274,2356,2647,2513,3174,2806,2747,2111,1800,1544,1032,866,332,362,123,89,0,17,19,0,0,0,0,0,0,0,0,0,0,0,21,54,32,169,289,356,424,514,554,764,1083,1117,1171,1290,1377,1344,1513,1126,1165,885,951,735,337,269,181,123,54,0,17,19,0,0,0,0,0,0
2014,3700,R,3758,10442,28879,54497,87299,105355,117272,127251,126636,125203,124406,123646,115755,104458,95856,92257,81552,72505,63383,54181,45272,39920,32353,24802,17824,11940,8244,6067,2529,1466,523,303,59,112,27,0,72,0,0,0,23,3719,9930,26381,46353,70979,78404,76758,76364,68115,62727,56568,46402,37431,28218,21526,17844,13527,9967,7319,6231,5179,3578,2661,1750,1090,716,716,404,203,90,31,0,0,0,0,0,0,0,0,0,0,0,512,2420,7573,14618,24355,34449,41553,46625,47560,49848,55851,54565,51318,47600,45082,39065,32415,27800,21212,16462,12663,10190,7610,4945,3236,1603,1705,465,209,31,30,0,37,0,0,0,0,0,0,23,39,0,78,495,1591,2373,5634,7806,9355,11633,13332,15433,17408,18354,18418,20218,19454,19907,18297,18069,14391,14537,11407,9110,5978,3951,2748,1907,698,479,154,121,29,0,0,0,24,0,0,0,0,0,0,0,76,111,222,431,1163,2002,2449,3293,4100,4557,4545,5735,6178,6084,6350,6363,5066,5375,5168,5010,3555,2961,2033,1517,925,494,359,62,61,0,0,27,0,24,0,0,0,0,0,0,0,0,0,0,0,365,538,835,1365,1859,1793,2023,2577,2936,3421,3865,3605,3603,3864,3975,3085,2777,2850,2004,1660,1127,669,329,246,91,29,75,0,0,24,0,0,0,0
2014,1179,T,2628,5097,19781,35878,61748,83317,87212,96789,95527,100691,115209,116454,104481,100553,90174,84895,78493,69958,62743,55610,42829,41334,38915,20698,18360,11120,12060,5561,3587,1987,1014,338,0,332,634,0,0,0,0,0,0,1752,5097,16835,30297,52816,58469,56275,61222,50801,52869,60296,43551,30784,27622,23074,17089,15239,10059,9498,7651,7612,7202,5423,3089,2201,1635,978,382,0,0,338,0,0,0,0,0,0,0,0,0,0,876,0,2946,4784,7767,21414,25372,27901,35340,36663,43607,55464,52115,51722,40843,43826,38240,32028,26479,24950,14963,14404,11483,8650,6013,2617,4563,981,978,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,797,777,3054,5219,6128,6902,9564,9152,14267,15158,17318,18035,18467,17826,19892,17844,14491,12560,13778,13397,5561,5057,4252,4563,3544,978,662,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,388,380,346,923,1933,1328,1346,2113,4366,2333,5835,3583,4025,5214,6620,5957,5521,4384,6061,1854,2523,654,1304,0,978,994,338,338,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,615,552,266,808,1057,2058,1558,2387,1929,3163,2764,2302,2561,2173,1566,2552,1545,2567,1962,652,654,652,331,338,0,0,0,0,0,0,0,0,0,0
2014,1179,U,1821,2626,9390,23613,38956,52091,55454,62741,66744,74074,89218,103067,98843,89510,82464,76611,73956,66799,60463,51653,45506,40106,41282,19906,17916,12160,15674,4375,4372,1936,0,667,0,665,1268,0,0,0,0,0,0,0,2626,7682,22039,32723,38151,39610,45770,39861,42200,52004,47117,37126,31257,25224,17757,14898,11888,7886,8781,10112,6488,8010,4098,2986,2560,1881,729,0,0,0,0,0,0,0,0,0,0,0,0,0,1821,0,1707,1574,5454,10271,14016,13371,24102,26038,29580,44663,48216,41677,41717,44140,45225,35664,32597,26343,17416,19463,14787,11710,5972,3200,6897,0,1874,0,0,0,0,665,0,0,0,0,0,0,0,0,0,0,0,0,2935,1219,3600,1854,5387,6202,9325,9643,15629,13582,11669,10641,15284,15247,9814,12360,10616,14171,2342,5375,4480,6270,3646,1249,1291,0,0,0,0,634,0,0,0,0,0,0,0,0,0,0,779,734,609,0,927,449,1431,1472,3375,947,1455,2029,1596,2830,4206,5682,5056,2949,3081,1171,2986,640,627,0,1249,645,0,667,0,0,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,482,0,485,1015,1596,1132,526,1033,562,590,1232,585,597,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1179,R,3377,7426,29888,48465,84398,116950,128955,146160,137931,139278,148857,131968,110868,113675,99473,94750,83829,73592,65501,60380,39726,42724,36376,21583,18843,10033,8147,6863,2729,2041,2065,0,0,0,0,0,0,0,0,0,0,3377,7426,25737,38772,72784,80353,78179,83627,66917,68337,71032,39419,23601,23303,20480,16295,15640,7956,11447,6290,4713,8011,2646,1962,1346,669,0,0,0,0,688,0,0,0,0,0,0,0,0,0,0,0,0,4151,8078,10066,33414,40298,48971,51895,52066,61767,67984,56532,63658,39789,43452,30028,27845,19078,23271,12120,8678,7937,5232,6057,2007,2037,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616,1549,3182,10478,9794,14339,15620,12971,19995,21405,19325,23406,26554,26275,25194,20986,20127,12793,17356,12566,9156,4711,4013,2716,3432,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2260,3414,2603,1235,2856,5489,3979,11118,5432,6881,7956,9539,6290,6060,6008,9259,2616,2019,669,2037,0,682,1361,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,1366,651,1853,1714,3842,3410,4681,3018,5005,4641,4452,4403,4040,2670,3968,2616,4711,2676,1358,1373,1364,680,688,0,0,0,0,0,0,0,0,0,0
2014,1185,T,1323,3909,16442,24894,59609,84827,96646,100827,96706,116579,112067,124901,124352,111781,103043,101031,89888,74212,72588,59363,71284,53397,42123,33604,19898,18262,9762,8712,4264,4064,1155,1666,0,0,0,0,0,0,0,0,0,1323,3909,15127,24238,48432,57945,57987,51706,51390,59556,43652,43478,36461,30559,21501,19364,10575,12602,10984,3861,6572,7402,6018,2800,2843,0,1830,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1315,655,10556,26284,32973,41882,38776,46885,54565,56522,62944,51870,53144,38308,43181,22870,25310,19788,25278,12160,10394,8401,3980,4713,610,1867,2437,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,621,597,5117,6722,5606,8870,9234,19368,19574,24930,23529,29888,25556,26604,25788,23649,27806,22205,18600,14002,4548,5302,4271,4356,1218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,517,467,845,4197,4348,4606,3619,4462,9261,7931,6068,7163,7239,8089,7930,4376,5041,6254,7069,1220,622,609,2322,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,422,420,1186,768,804,406,4210,2644,6068,3343,4826,3539,3701,2735,3360,2274,1178,1830,1245,0,1742,1155,0,0,0,0,0,0,0,0,0,0
2014,1185,U,1468,1428,9756,24407,35714,62878,73944,71784,83292,100938,112527,133788,123179,138138,113704,103093,101143,81689,71970,68834,86828,62500,53447,35457,23202,21713,11364,10745,4027,2581,0,2514,0,0,0,0,0,0,0,0,0,1468,1428,8362,24407,31888,50786,46948,37548,52183,58062,47473,52833,41615,44616,24608,22337,14072,16521,13258,4780,6907,9221,7483,3324,3480,0,1263,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0,3827,12092,22300,27609,27095,35730,52747,63059,63254,64350,64489,49828,55409,26618,25568,24857,34534,15369,13896,9972,4640,6031,1263,4030,2685,0,0,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3521,6626,4014,6253,9670,13634,15814,24024,22062,26632,23747,31207,28409,29637,33547,29713,23517,16620,5800,8444,8838,5373,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,0,0,0,2637,3409,2497,3432,2546,3436,7036,3671,2841,6692,8880,5123,5345,2216,8121,7238,0,0,0,2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0,852,0,1716,0,859,880,3671,1894,2868,2960,3074,3207,3324,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,1185,R,1203,5992,22416,25349,82275,106257,117971,126398,108392,130609,111647,117213,125356,88536,93276,99051,78587,66477,73218,49708,54951,43692,30252,31710,16722,14968,8264,6957,4462,5277,2128,995,0,0,0,0,0,0,0,0,0,1203,5992,21171,24081,64126,64935,68357,64171,50699,60897,40161,35385,32051,18161,18655,16508,7064,8547,8671,2924,6221,5461,4482,2265,2230,0,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,1267,16939,40142,42999,54448,48951,56891,56225,50866,62678,40863,42752,27239,30905,18993,25048,14620,15552,8738,6723,6795,3344,3454,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210,1181,6615,6806,6993,11218,8835,24327,22792,25728,24874,33017,27373,21842,23121,17544,21773,14200,13445,11325,3344,2303,0,3478,1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,972,874,1603,5622,5160,6410,3784,6218,14858,8830,8547,11561,7797,7258,10923,3361,7928,4459,6908,2361,1159,1115,2111,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,0,803,1474,1425,0,777,7429,4415,8547,4817,6823,4147,4369,2241,3398,3344,2303,3542,2319,0,3166,2128,0,0,0,0,0,0,0,0,0,0
2014,1103,T,2379,7566,18896,37084,63913,73865,85117,95415,101000,112247,119153,127736,119775,110294,101075,100497,89233,80241,67984,61758,54467,45757,37331,28231,21400,13928,9761,6595,3790,1527,692,553,174,83,81,26,73,0,21,21,0,2379,7318,17687,32128,53512,59000,62568,64757,63993,68532,67899,63274,52085,42881,32828,27988,21130,17106,12440,10755,8496,6579,4468,3432,2215,2015,1312,671,490,188,87,0,58,0,0,0,0,0,0,0,0,0,248,1168,4650,9573,13721,19962,25903,31357,36192,41826,51005,52735,52000,51552,52966,46970,41367,33391,28726,24721,19736,15463,11022,8235,4559,3228,2094,1057,509,260,262,58,28,40,0,0,0,21,21,0,0,0,40,267,828,1040,2332,4207,4340,5840,7124,10519,12073,11990,13152,15044,16048,16593,16343,16460,14981,14115,12113,9137,7044,4660,2976,2173,1315,429,173,175,29,55,40,26,24,0,0,0,0,0,0,0,38,0,104,256,404,1053,1226,1458,2086,2276,2253,2354,2926,3405,3403,3927,3878,4092,3167,3599,2997,2269,1536,1362,1009,490,268,115,58,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,144,257,457,846,852,607,1169,1188,1572,1680,1771,1884,1939,2178,2160,1688,1644,1636,1159,883,648,438,134,58,58,29,0,0,0,24,0,0,0,0
2014,1103,U,1965,6215,14859,27440,50892,59966,72644,82220,91883,109242,119875,130853,124014,117037,108067,110448,97344,87806,73887,68236,62944,53693,43546,31616,23917,16614,11073,7139,4933,1710,1149,852,269,102,149,49,0,0,40,40,0,1965,6049,14223,24696,43955,50055,57318,60220,63247,72426,75985,73555,61490,52081,40817,35303,26541,21901,16411,13756,10763,9389,6435,4486,3318,2919,1614,967,685,285,157,0,107,0,0,0,0,0,0,0,0,0,166,636,2672,6403,9412,14219,19135,25179,31425,37912,48152,51919,52915,53867,58526,52629,47373,37721,34525,30613,24964,19393,13373,10084,5792,4528,2441,1507,617,418,426,107,0,75,0,0,0,40,40,0,0,0,0,72,534,374,996,2671,2774,4466,4654,7532,9201,9829,11011,14031,15145,15162,15166,15887,16375,14840,13178,9741,7886,5523,3003,2211,1827,427,313,213,54,102,75,49,0,0,0,0,0,0,0,0,0,0,125,111,146,597,805,963,1307,1146,1378,1594,1501,2007,2327,3383,2867,3727,2942,3173,2905,1767,1482,1300,1059,594,285,157,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,85,121,361,307,259,834,779,1088,1022,1043,1206,1201,1466,1558,1366,1111,862,898,628,461,320,95,104,106,0,0,0,0,0,0,0,0,0
2014,1103,R,2774,8912,23048,47840,79151,91220,102150,114613,114766,116697,118131,123367,113761,100740,91316,86650,77862,69750,59704,52742,43165,35350,29318,23822,18140,10498,8074,5904,2308,1291,129,192,63,60,0,0,156,0,0,0,0,2774,8582,21250,40418,64696,70170,69737,71359,65120,62763,56453,48862,38742,29847,21678,17811,13544,10457,6870,6579,5472,2894,1932,2059,786,860,923,295,237,61,0,0,0,0,0,0,0,0,0,0,0,0,330,1716,6857,13283,19102,27804,35750,40684,43254,47366,55003,53893,50704,48322,45231,39037,33039,27317,20655,16864,12880,10398,7959,5841,2983,1557,1653,473,369,64,64,0,60,0,0,0,0,0,0,0,0,0,82,484,1172,1871,4155,6442,6705,7875,10620,14707,16147,15052,16142,16453,17314,18578,17993,17257,13123,13164,10739,8349,5953,3557,2941,2125,651,430,0,128,0,0,0,0,52,0,0,0,0,0,0,0,81,0,78,453,779,1741,1849,2158,3178,3879,3493,3415,4910,5364,4895,4689,5285,4579,3461,4148,3117,2920,1606,1442,945,355,246,64,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,283,516,955,1533,1616,1101,1644,1759,2246,2602,2781,2835,2966,3127,2951,2102,2338,2640,1492,1211,886,592,184,0,0,63,0,0,0,52,0,0,0,0
